id	placeName	QID	ttu_id	coordinate location
ttu_461_place_43	Plei Me camp	Q110624862		13.6175,107.9175
ttu_461_place_44	Plei Me camp	Q110624862		13.6175,107.9175
ttu_461_place_45	Plei Me camp	Q110624862		13.6175,107.9175
ttu_461_place_46	Plei Me camp	Q110624862		13.6175,107.9175
ttu_461_place_47	Chư Prong	Q65040315		13.572861, 107.66598
ttu_461_place_48	Vietnam	Q881		16,108
ttu_461_place_49	Chư Prong	Q65040315		13.572861, 107.66598
ttu_461_place_50	LZ Falcon	Q110624865		13.62278,107.76417
ttu_461_place_51	Vietnam	Q881		16,108
ttu_461_place_52	Germany	Q183		51,10
ttu_461_place_53	Vietnam	Q881		16,108
ttu_461_place_54	Pleiku			
ttu_461_place_55	MASH (Mobile Army Surgical Hospital)			
ttu_461_place_56	Pleiku			
ttu_461_place_57	Mash			
ttu_461_place_58	LZ X-Ray	Q110624850		13.567944,107.714
ttu_461_place_59	Happy Valley, Vietnam	Q110943631		14.150583, 108.957944
ttu_461_place_60	Happy Valley, Vietnam	Q110943631		14.150583, 108.957944
ttu_461_place_61	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_62	Mang Yang Pass	Q6748577		14,108.25
ttu_461_place_63	Angel Fire	Q518315		36.378888888889,-105.28555555556
ttu_461_place_64	Vietnam	Q881		16,108
ttu_461_place_65	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_66	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_67	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_68	Tan Son Nhat International Airport	Q478595		10.818888888889,106.65194444444
ttu_461_place_69	Tuy Hòa	Q7857224		13.049444, 109.333611
ttu_461_place_70	Tuy Hòa	Q7857224		13.049444, 109.333611
ttu_461_place_71	Tuy Hòa	Q7857224		13.049444, 109.333611
ttu_461_place_72	Ia Drang Valley	Q2904975		13.583333333333,107.71666666667
ttu_461_place_73	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_74	Pleiku	Q30599		13.971519,108.014673
ttu_461_place_75	Germany	Q183		51,10
ttu_461_place_76	Phú Lợi	Q18640021		10.999167, 106.702778
ttu_461_place_77	Phú Lợi	Q18640021		10.999167, 106.702778
ttu_461_place_78	Fort Rucker	Q1292067		31.34,-85.71
ttu_461_place_79	Phú Lợi	Q18640021		10.999167, 106.702778
ttu_461_place_80	Vietnam	Q881		16,108
ttu_461_place_81	Thailand	Q869		15.8700,100.9925
ttu_461_place_82	Phú Lợi	Q18640021		10.999167, 106.702778
ttu_461_place_83	Dĩ An	Q18388862		10.9, 106.739
ttu_461_place_84	Củ Chi	Q1151196		10.97333,106.49325
ttu_461_place_85	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
ttu_461_place_86	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
ttu_461_place_87	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_88	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_89	Vietnam	Q881		16,108
ttu_461_place_90	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
ttu_461_place_91	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
ttu_461_place_92	An Khê	Q10733203		16.05222222,108.1855556
ttu_461_place_93	Củ Chi	Q18349778		10.982, 106.507
ttu_461_place_94	St. Louis	Q38022		38.62638888888889,-90.19944444444444
ttu_461_place_95	Ho Chi Minh trail	Q695916		18.6852,104.8373
ttu_461_place_96	Iraq	Q796		33,43
ttu_461_place_97	Vietnam	Q881		16,108
ttu_461_place_98	Iraq	Q796		33,43
ttu_461_place_99	Afghanistan	Q889		33,66
ttu_461_place_100	Lubbock	Q49273		33.566666666667,-101.88333333333
