id	placeName	QID	ttu_id	coordinate location
ttu_457_place_86	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_87	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_88	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_91	Vietnam	Q881		"16,108"
ttu_457_place_92	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_93	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_94	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_457_place_95	United States of America	Q30		"39.828175,-98.5795"
ttu_457_place_96	Vietnam	Q881		"16,108"
ttu_457_place_97	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_98	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_102	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_103	Ia Drang Valley	Q2904975		"13.583333333333,107.71666666667"
ttu_457_place_104	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_105	Camp Evans	Q18386289		"16.562,107.38"
ttu_457_place_106	Camp Evans	Q18386289		"16.562,107.38"
ttu_457_place_107	Quảng Trị	Q1320413		"16.751162,107.185691"
ttu_457_place_108	Quảng Trị	Q1320413		"16.751162,107.185691"
ttu_457_place_109	Quảng Trị	Q1320413		"16.751162,107.185691"
ttu_457_place_110	I Corps	Q5976677		"15.5597,108.1172"
ttu_457_place_111	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_457_place_112	Vietnam	Q881		"16,108"
ttu_457_place_113	Bearcat Base	Q18357143		"10.853,106.96"
